Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Months Code,Months,Unit,Value,Flag,Flag Description
"PP","Producer Prices","7","Angola","5532","Producer Price (USD/tonne)","486","Bananas","2010","2010","7021","Annual value","USD","174.1","","Official data"
"PP","Producer Prices","7","Angola","5532","Producer Price (USD/tonne)","486","Bananas","2011","2011","7021","Annual value","USD","206.5","","Official data"
"PP","Producer Prices","7","Angola","5532","Producer Price (USD/tonne)","486","Bananas","2012","2012","7021","Annual value","USD","502.8","","Official data"
"PP","Producer Prices","7","Angola","5532","Producer Price (USD/tonne)","486","Bananas","2013","2013","7021","Annual value","USD","297.2","","Official data"
"PP","Producer Prices","7","Angola","5532","Producer Price (USD/tonne)","486","Bananas","2014","2014","7021","Annual value","USD","308.8","","Official data"
"PP","Producer Prices","7","Angola","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","2010","2010","7021","Annual value","","48.05","Fc","Calculated data"
"PP","Producer Prices","7","Angola","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","2011","2011","7021","Annual value","","58.26","Fc","Calculated data"
"PP","Producer Prices","7","Angola","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","2012","2012","7021","Annual value","","144.14","Fc","Calculated data"
"PP","Producer Prices","7","Angola","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","2013","2013","7021","Annual value","","86.15","Fc","Calculated data"
"PP","Producer Prices","8","Antigua and Barbuda","5532","Producer Price (USD/tonne)","486","Bananas","2008","2008","7021","Annual value","USD","1833.3","","Official data"
"PP","Producer Prices","9","Argentina","5532","Producer Price (USD/tonne)","486","Bananas","1994","1994","7021","Annual value","USD","422.4","","Official data"
"PP","Producer Prices","9","Argentina","5532","Producer Price (USD/tonne)","486","Bananas","1995","1995","7021","Annual value","USD","468.1","","Official data"
"PP","Producer Prices","9","Argentina","5532","Producer Price (USD/tonne)","486","Bananas","1996","1996","7021","Annual value","USD","490.2","","Official data"
"PP","Producer Prices","9","Argentina","5532","Producer Price (USD/tonne)","486","Bananas","1997","1997","7021","Annual value","USD","458.2","","Official data"
"PP","Producer Prices","9","Argentina","5532","Producer Price (USD/tonne)","486","Bananas","1998","1998","7021","Annual value","USD","432.2","","Official data"
"PP","Producer Prices","9","Argentina","5532","Producer Price (USD/tonne)","486","Bananas","1999","1999","7021","Annual value","USD","347.2","","Official data"
"PP","Producer Prices","9","Argentina","5532","Producer Price (USD/tonne)","486","Bananas","2000","2000","7021","Annual value","USD","358.2","","Official data"
"PP","Producer Prices","9","Argentina","5532","Producer Price (USD/tonne)","486","Bananas","2001","2001","7021","Annual value","USD","384.2","","Official data"
"PP","Producer Prices","9","Argentina","5532","Producer Price (USD/tonne)","486","Bananas","2002","2002","7021","Annual value","USD","238","","Official data"
"PP","Producer Prices","9","Argentina","5532","Producer Price (USD/tonne)","486","Bananas","2003","2003","7021","Annual value","USD","249.3","","Official data"
"PP","Producer Prices","9","Argentina","5532","Producer Price (USD/tonne)","486","Bananas","2004","2004","7021","Annual value","USD","305.8","","Official data"
"PP","Producer Prices","9","Argentina","5532","Producer Price (USD/tonne)","486","Bananas","2005","2005","7021","Annual value","USD","343.4","","Official data"
"PP","Producer Prices","9","Argentina","5532","Producer Price (USD/tonne)","486","Bananas","2006","2006","7021","Annual value","USD","436.1","","Official data"
"PP","Producer Prices","9","Argentina","5532","Producer Price (USD/tonne)","486","Bananas","2007","2007","7021","Annual value","USD","460.3","","Official data"
"PP","Producer Prices","9","Argentina","5532","Producer Price (USD/tonne)","486","Bananas","2008","2008","7021","Annual value","USD","388.3","","Official data"
"PP","Producer Prices","9","Argentina","5532","Producer Price (USD/tonne)","486","Bananas","2009","2009","7021","Annual value","USD","304.3","","Official data"
"PP","Producer Prices","9","Argentina","5532","Producer Price (USD/tonne)","486","Bananas","2010","2010","7021","Annual value","USD","259.5","","Official data"
"PP","Producer Prices","9","Argentina","5532","Producer Price (USD/tonne)","486","Bananas","2011","2011","7021","Annual value","USD","284.3","","Official data"
"PP","Producer Prices","9","Argentina","5532","Producer Price (USD/tonne)","486","Bananas","2012","2012","7021","Annual value","USD","381.5","","Official data"
"PP","Producer Prices","9","Argentina","5532","Producer Price (USD/tonne)","486","Bananas","2013","2013","7021","Annual value","USD","382","","Official data"
"PP","Producer Prices","9","Argentina","5532","Producer Price (USD/tonne)","486","Bananas","2014","2014","7021","Annual value","USD","365","","Official data"
"PP","Producer Prices","9","Argentina","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","1991","1991","7021","Annual value","","5.84","Fc","Calculated data"
"PP","Producer Prices","9","Argentina","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","1992","1992","7021","Annual value","","11.44","Fc","Calculated data"
"PP","Producer Prices","9","Argentina","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","1993","1993","7021","Annual value","","7.87","Fc","Calculated data"
"PP","Producer Prices","9","Argentina","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","1994","1994","7021","Annual value","","16.04","Fc","Calculated data"
"PP","Producer Prices","9","Argentina","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","1995","1995","7021","Annual value","","17.79","Fc","Calculated data"
"PP","Producer Prices","9","Argentina","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","1996","1996","7021","Annual value","","18.62","Fc","Calculated data"
"PP","Producer Prices","9","Argentina","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","1997","1997","7021","Annual value","","17.41","Fc","Calculated data"
"PP","Producer Prices","9","Argentina","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","1998","1998","7021","Annual value","","16.42","Fc","Calculated data"
"PP","Producer Prices","9","Argentina","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","1999","1999","7021","Annual value","","13.19","Fc","Calculated data"
"PP","Producer Prices","9","Argentina","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","2000","2000","7021","Annual value","","13.61","Fc","Calculated data"
"PP","Producer Prices","9","Argentina","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","2001","2001","7021","Annual value","","14.59","Fc","Calculated data"
"PP","Producer Prices","9","Argentina","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","2002","2002","7021","Annual value","","27.71","Fc","Calculated data"
"PP","Producer Prices","9","Argentina","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","2003","2003","7021","Annual value","","27.48","Fc","Calculated data"
"PP","Producer Prices","9","Argentina","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","2004","2004","7021","Annual value","","33.98","Fc","Calculated data"
"PP","Producer Prices","9","Argentina","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","2005","2005","7021","Annual value","","37.89","Fc","Calculated data"
"PP","Producer Prices","9","Argentina","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","2006","2006","7021","Annual value","","50.63","Fc","Calculated data"
"PP","Producer Prices","9","Argentina","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","2007","2007","7021","Annual value","","54.16","Fc","Calculated data"
"PP","Producer Prices","9","Argentina","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","2008","2008","7021","Annual value","","46.41","Fc","Calculated data"
"PP","Producer Prices","9","Argentina","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","2009","2009","7021","Annual value","","42.91","Fc","Calculated data"
"PP","Producer Prices","9","Argentina","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","2010","2010","7021","Annual value","","38.43","Fc","Calculated data"
"PP","Producer Prices","9","Argentina","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","2011","2011","7021","Annual value","","44.41","Fc","Calculated data"
"PP","Producer Prices","9","Argentina","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","2012","2012","7021","Annual value","","65.79","Fc","Calculated data"
"PP","Producer Prices","9","Argentina","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","2013","2013","7021","Annual value","","79.27","Fc","Calculated data"
"PP","Producer Prices","9","Argentina","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","2014","2014","7021","Annual value","","112.03","Fc","Calculated data"
"PP","Producer Prices","9","Argentina","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","2015","2015","7021","Annual value","","87.72","Fc","Calculated data"
"PP","Producer Prices","9","Argentina","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","2016","2016","7021","Annual value","","100.25","Fc","Calculated data"
"PP","Producer Prices","9","Argentina","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","2017","2017","7021","Annual value","","97.42","Fc","Calculated data"
"PP","Producer Prices","9","Argentina","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","2018","2018","7021","Annual value","","102.63","Fc","Calculated data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","486","Bananas","1991","1991","7021","Annual value","USD","1110","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","486","Bananas","1992","1992","7021","Annual value","USD","1120.7","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","486","Bananas","1993","1993","7021","Annual value","USD","952.7","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","486","Bananas","1994","1994","7021","Annual value","USD","677.8","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","486","Bananas","1995","1995","7021","Annual value","USD","907.3","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","486","Bananas","1996","1996","7021","Annual value","USD","799.8","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","486","Bananas","1997","1997","7021","Annual value","USD","805.3","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","486","Bananas","1998","1998","7021","Annual value","USD","648.9","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","486","Bananas","1999","1999","7021","Annual value","USD","763.3","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","486","Bananas","2000","2000","7021","Annual value","USD","640.6","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","486","Bananas","2001","2001","7021","Annual value","USD","589.6","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","486","Bananas","2002","2002","7021","Annual value","USD","720.4","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","486","Bananas","2003","2003","7021","Annual value","USD","788","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","486","Bananas","2004","2004","7021","Annual value","USD","816.3","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","486","Bananas","2005","2005","7021","Annual value","USD","940.1","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","486","Bananas","2006","2006","7021","Annual value","USD","1730.5","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","486","Bananas","2007","2007","7021","Annual value","USD","3375.5","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","486","Bananas","2008","2008","7021","Annual value","USD","1571.9","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","486","Bananas","2009","2009","7021","Annual value","USD","1233.8","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","486","Bananas","2010","2010","7021","Annual value","USD","1481.4","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","486","Bananas","2011","2011","7021","Annual value","USD","1608.1","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","486","Bananas","2012","2012","7021","Annual value","USD","1692.9","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","486","Bananas","2013","2013","7021","Annual value","USD","1433.6","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","486","Bananas","2014","2014","7021","Annual value","USD","1208.8","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","486","Bananas","2015","2015","7021","Annual value","USD","1356","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","486","Bananas","2016","2016","7021","Annual value","USD","858.6","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","486","Bananas","2017","2017","7021","Annual value","USD","999.4","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","486","Bananas","2018","2018","7021","Annual value","USD","974.3","","Official data"
"PP","Producer Prices","10","Australia","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","1991","1991","7021","Annual value","","99.4","Fc","Calculated data"
"PP","Producer Prices","10","Australia","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","1992","1992","7021","Annual value","","106.44","Fc","Calculated data"
"PP","Producer Prices","10","Australia","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","1993","1993","7021","Annual value","","97.72","Fc","Calculated data"
"PP","Producer Prices","10","Australia","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","1994","1994","7021","Annual value","","64.66","Fc","Calculated data"
"PP","Producer Prices","10","Australia","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","1995","1995","7021","Annual value","","85.38","Fc","Calculated data"
"PP","Producer Prices","10","Australia","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","1996","1996","7021","Annual value","","71.29","Fc","Calculated data"
"PP","Producer Prices","10","Australia","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","1997","1997","7021","Annual value","","75.68","Fc","Calculated data"
"PP","Producer Prices","10","Australia","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","1998","1998","7021","Annual value","","72.05","Fc","Calculated data"
"PP","Producer Prices","10","Australia","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","1999","1999","7021","Annual value","","82.52","Fc","Calculated data"
"PP","Producer Prices","10","Australia","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","2000","2000","7021","Annual value","","77.08","Fc","Calculated data"
"PP","Producer Prices","10","Australia","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","2001","2001","7021","Annual value","","79.52","Fc","Calculated data"
"PP","Producer Prices","10","Australia","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","2002","2002","7021","Annual value","","92.49","Fc","Calculated data"
"PP","Producer Prices","10","Australia","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","2003","2003","7021","Annual value","","84.75","Fc","Calculated data"
"PP","Producer Prices","10","Australia","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","2004","2004","7021","Annual value","","77.42","Fc","Calculated data"
"PP","Producer Prices","10","Australia","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","2005","2005","7021","Annual value","","85.86","Fc","Calculated data"
"PP","Producer Prices","10","Australia","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","2006","2006","7021","Annual value","","160.29","Fc","Calculated data"
"PP","Producer Prices","10","Australia","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","2007","2007","7021","Annual value","","281.38","Fc","Calculated data"
"PP","Producer Prices","10","Australia","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","2008","2008","7021","Annual value","","130.71","Fc","Calculated data"
"PP","Producer Prices","10","Australia","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","2009","2009","7021","Annual value","","110.35","Fc","Calculated data"
"PP","Producer Prices","10","Australia","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","2010","2010","7021","Annual value","","112.65","Fc","Calculated data"
"PP","Producer Prices","10","Australia","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","2011","2011","7021","Annual value","","108.74","Fc","Calculated data"
"PP","Producer Prices","10","Australia","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","2012","2012","7021","Annual value","","114.04","Fc","Calculated data"
"PP","Producer Prices","10","Australia","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","2013","2013","7021","Annual value","","103.58","Fc","Calculated data"
"PP","Producer Prices","10","Australia","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","2014","2014","7021","Annual value","","93.54","Fc","Calculated data"
"PP","Producer Prices","10","Australia","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","2015","2015","7021","Annual value","","125.9","Fc","Calculated data"
"PP","Producer Prices","10","Australia","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","2016","2016","7021","Annual value","","80.56","Fc","Calculated data"
"PP","Producer Prices","10","Australia","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","2017","2017","7021","Annual value","","90.96","Fc","Calculated data"
"PP","Producer Prices","10","Australia","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","2018","2018","7021","Annual value","","90.96","Fc","Calculated data"
"PP","Producer Prices","16","Bangladesh","5532","Producer Price (USD/tonne)","486","Bananas","1991","1991","7021","Annual value","USD","218.6","","Official data"
"PP","Producer Prices","16","Bangladesh","5532","Producer Price (USD/tonne)","486","Bananas","1992","1992","7021","Annual value","USD","212.3","","Official data"
"PP","Producer Prices","16","Bangladesh","5532","Producer Price (USD/tonne)","486","Bananas","1993","1993","7021","Annual value","USD","227.5","","Official data"
"PP","Producer Prices","16","Bangladesh","5532","Producer Price (USD/tonne)","486","Bananas","1994","1994","7021","Annual value","USD","189.4","","Official data"
"PP","Producer Prices","16","Bangladesh","5532","Producer Price (USD/tonne)","486","Bananas","1995","1995","7021","Annual value","USD","225.3","","Official data"
"PP","Producer Prices","16","Bangladesh","5532","Producer Price (USD/tonne)","486","Bananas","1996","1996","7021","Annual value","USD","172.7","","Official data"
"PP","Producer Prices","16","Bangladesh","5532","Producer Price (USD/tonne)","486","Bananas","1997","1997","7021","Annual value","USD","185.6","","Official data"
"PP","Producer Prices","16","Bangladesh","5532","Producer Price (USD/tonne)","486","Bananas","1998","1998","7021","Annual value","USD","169.4","","Official data"
"PP","Producer Prices","16","Bangladesh","5532","Producer Price (USD/tonne)","486","Bananas","1999","1999","7021","Annual value","USD","162.8","","Official data"
"PP","Producer Prices","16","Bangladesh","5532","Producer Price (USD/tonne)","486","Bananas","2000","2000","7021","Annual value","USD","153.4","","Official data"
"PP","Producer Prices","16","Bangladesh","5532","Producer Price (USD/tonne)","486","Bananas","2001","2001","7021","Annual value","USD","140.7","","Official data"
"PP","Producer Prices","16","Bangladesh","5532","Producer Price (USD/tonne)","486","Bananas","2002","2002","7021","Annual value","USD","139.9","","Official data"
"PP","Producer Prices","16","Bangladesh","5532","Producer Price (USD/tonne)","486","Bananas","2003","2003","7021","Annual value","USD","172","","Official data"
"PP","Producer Prices","16","Bangladesh","5532","Producer Price (USD/tonne)","486","Bananas","2004","2004","7021","Annual value","USD","184.8","","Official data"
"PP","Producer Prices","16","Bangladesh","5532","Producer Price (USD/tonne)","486","Bananas","2005","2005","7021","Annual value","USD","186.5","","Official data"
"PP","Producer Prices","16","Bangladesh","5532","Producer Price (USD/tonne)","486","Bananas","2008","2008","7021","Annual value","USD","236.2","","Official data"
"PP","Producer Prices","16","Bangladesh","5532","Producer Price (USD/tonne)","486","Bananas","2009","2009","7021","Annual value","USD","265.1","","Official data"
"PP","Producer Prices","16","Bangladesh","5532","Producer Price (USD/tonne)","486","Bananas","2010","2010","7021","Annual value","USD","226.9","","Official data"
"PP","Producer Prices","16","Bangladesh","5532","Producer Price (USD/tonne)","486","Bananas","2011","2011","7021","Annual value","USD","265.7","","Official data"
"PP","Producer Prices","16","Bangladesh","5532","Producer Price (USD/tonne)","486","Bananas","2012","2012","7021","Annual value","USD","272.4","","Official data"
"PP","Producer Prices","16","Bangladesh","5532","Producer Price (USD/tonne)","486","Bananas","2013","2013","7021","Annual value","USD","285.5","","Official data"
"PP","Producer Prices","16","Bangladesh","5532","Producer Price (USD/tonne)","486","Bananas","2014","2014","7021","Annual value","USD","320.7","","Official data"
"PP","Producer Prices","16","Bangladesh","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","1991","1991","7021","Annual value","","30.55","Fc","Calculated data"
"PP","Producer Prices","16","Bangladesh","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","1992","1992","7021","Annual value","","31.58","Fc","Calculated data"
"PP","Producer Prices","16","Bangladesh","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","1993","1993","7021","Annual value","","34.37","Fc","Calculated data"
"PP","Producer Prices","16","Bangladesh","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","1994","1994","7021","Annual value","","29.09","Fc","Calculated data"
"PP","Producer Prices","16","Bangladesh","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","1995","1995","7021","Annual value","","34.65","Fc","Calculated data"
"PP","Producer Prices","16","Bangladesh","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","1996","1996","7021","Annual value","","27.57","Fc","Calculated data"
"PP","Producer Prices","16","Bangladesh","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","1997","1997","7021","Annual value","","31.11","Fc","Calculated data"
"PP","Producer Prices","16","Bangladesh","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","1998","1998","7021","Annual value","","30.35","Fc","Calculated data"
"PP","Producer Prices","16","Bangladesh","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","1999","1999","7021","Annual value","","30.51","Fc","Calculated data"
"PP","Producer Prices","16","Bangladesh","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","2000","2000","7021","Annual value","","30.55","Fc","Calculated data"
"PP","Producer Prices","16","Bangladesh","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","2001","2001","7021","Annual value","","29.98","Fc","Calculated data"
"PP","Producer Prices","16","Bangladesh","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","2002","2002","7021","Annual value","","30.93","Fc","Calculated data"
"PP","Producer Prices","16","Bangladesh","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","2003","2003","7021","Annual value","","38.19","Fc","Calculated data"
"PP","Producer Prices","16","Bangladesh","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","2004","2004","7021","Annual value","","42.01","Fc","Calculated data"
"PP","Producer Prices","16","Bangladesh","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","2005","2005","7021","Annual value","","45.83","Fc","Calculated data"
"PP","Producer Prices","16","Bangladesh","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","2006","2006","7021","Annual value","","51.17","Fc","Calculated data"
"PP","Producer Prices","16","Bangladesh","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","2007","2007","7021","Annual value","","56.52","Fc","Calculated data"
"PP","Producer Prices","16","Bangladesh","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","2008","2008","7021","Annual value","","61.87","Fc","Calculated data"
"PP","Producer Prices","16","Bangladesh","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","2009","2009","7021","Annual value","","69.89","Fc","Calculated data"
"PP","Producer Prices","16","Bangladesh","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","2010","2010","7021","Annual value","","60.34","Fc","Calculated data"
"PP","Producer Prices","16","Bangladesh","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","2011","2011","7021","Annual value","","75.23","Fc","Calculated data"
"PP","Producer Prices","16","Bangladesh","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","2012","2012","7021","Annual value","","85.16","Fc","Calculated data"
"PP","Producer Prices","16","Bangladesh","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","2013","2013","7021","Annual value","","85.16","Fc","Calculated data"
"PP","Producer Prices","16","Bangladesh","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","2014","2014","7021","Annual value","","95.09","Fc","Calculated data"
"PP","Producer Prices","16","Bangladesh","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","2015","2015","7021","Annual value","","100","Fc","Calculated data"
"PP","Producer Prices","16","Bangladesh","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","2016","2016","7021","Annual value","","104.91","Fc","Calculated data"
"PP","Producer Prices","16","Bangladesh","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","2017","2017","7021","Annual value","","109.74","Fc","Calculated data"
"PP","Producer Prices","16","Bangladesh","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","2018","2018","7021","Annual value","","112.65","Fc","Calculated data"
"PP","Producer Prices","14","Barbados","5532","Producer Price (USD/tonne)","486","Bananas","2000","2000","7021","Annual value","USD","735","","Official data"
"PP","Producer Prices","14","Barbados","5532","Producer Price (USD/tonne)","486","Bananas","2001","2001","7021","Annual value","USD","890","","Official data"
"PP","Producer Prices","14","Barbados","5532","Producer Price (USD/tonne)","486","Bananas","2002","2002","7021","Annual value","USD","945","","Official data"
"PP","Producer Prices","14","Barbados","5532","Producer Price (USD/tonne)","486","Bananas","2003","2003","7021","Annual value","USD","1500","","Official data"
"PP","Producer Prices","14","Barbados","5532","Producer Price (USD/tonne)","486","Bananas","2004","2004","7021","Annual value","USD","880","","Official data"
"PP","Producer Prices","14","Barbados","5532","Producer Price (USD/tonne)","486","Bananas","2005","2005","7021","Annual value","USD","950","","Official data"
"PP","Producer Prices","14","Barbados","5532","Producer Price (USD/tonne)","486","Bananas","2006","2006","7021","Annual value","USD","1130","","Official data"
"PP","Producer Prices","14","Barbados","5532","Producer Price (USD/tonne)","486","Bananas","2011","2011","7021","Annual value","USD","1322.8","","Official data"
"PP","Producer Prices","14","Barbados","5532","Producer Price (USD/tonne)","486","Bananas","2012","2012","7021","Annual value","USD","1278.7","","Official data"
"PP","Producer Prices","14","Barbados","5532","Producer Price (USD/tonne)","486","Bananas","2013","2013","7021","Annual value","USD","1366.9","","Official data"
"PP","Producer Prices","14","Barbados","5532","Producer Price (USD/tonne)","486","Bananas","2014","2014","7021","Annual value","USD","1399.9","","Official data"
"PP","Producer Prices","14","Barbados","5532","Producer Price (USD/tonne)","486","Bananas","2015","2015","7021","Annual value","USD","1470","","Official data"
"PP","Producer Prices","14","Barbados","5532","Producer Price (USD/tonne)","486","Bananas","2016","2016","7021","Annual value","USD","1515","","Official data"
"PP","Producer Prices","14","Barbados","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","1991","1991","7021","Annual value","","21.31","Fc","Calculated data"
"PP","Producer Prices","14","Barbados","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","1992","1992","7021","Annual value","","18.92","Fc","Calculated data"
"PP","Producer Prices","14","Barbados","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","1993","1993","7021","Annual value","","21.82","Fc","Calculated data"
"PP","Producer Prices","14","Barbados","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","1994","1994","7021","Annual value","","21.31","Fc","Calculated data"
"PP","Producer Prices","14","Barbados","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","1995","1995","7021","Annual value","","22.06","Fc","Calculated data"
"PP","Producer Prices","14","Barbados","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","1996","1996","7021","Annual value","","21.48","Fc","Calculated data"
"PP","Producer Prices","14","Barbados","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","1997","1997","7021","Annual value","","23.19","Fc","Calculated data"
"PP","Producer Prices","14","Barbados","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","1998","1998","7021","Annual value","","25.83","Fc","Calculated data"
"PP","Producer Prices","14","Barbados","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","1999","1999","7021","Annual value","","26.31","Fc","Calculated data"
"PP","Producer Prices","14","Barbados","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","2000","2000","7021","Annual value","","50.29","Fc","Calculated data"
"PP","Producer Prices","14","Barbados","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","2001","2001","7021","Annual value","","60.89","Fc","Calculated data"
