Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Months Code,Months,Unit,Value,Flag,Flag Description
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","486","Bananas","2010","2010","7021","Annual value","USD","409.5","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","486","Bananas","2011","2011","7021","Annual value","USD","546.6","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","486","Bananas","2012","2012","7021","Annual value","USD","548.5","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","486","Bananas","2013","2013","7021","Annual value","USD","486.7","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","486","Bananas","2014","2014","7021","Annual value","USD","473.2","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","486","Bananas","2015","2015","7021","Annual value","USD","439.1","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","486","Bananas","2016","2016","7021","Annual value","USD","380.7","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","486","Bananas","2017","2017","7021","Annual value","USD","286.3","","Official data"
"PP","Producer Prices","59","Egypt","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","1991","1991","7021","Annual value","","19.66","Fc","Calculated data"
"PP","Producer Prices","59","Egypt","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","1992","1992","7021","Annual value","","21.04","Fc","Calculated data"
"PP","Producer Prices","59","Egypt","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","1993","1993","7021","Annual value","","22.51","Fc","Calculated data"
"PP","Producer Prices","59","Egypt","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","1994","1994","7021","Annual value","","24.08","Fc","Calculated data"
"PP","Producer Prices","59","Egypt","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","1995","1995","7021","Annual value","","25.77","Fc","Calculated data"
"PP","Producer Prices","59","Egypt","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","1996","1996","7021","Annual value","","27.57","Fc","Calculated data"
"PP","Producer Prices","59","Egypt","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","1997","1997","7021","Annual value","","29.5","Fc","Calculated data"
"PP","Producer Prices","59","Egypt","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","1999","1999","7021","Annual value","","33.78","Fc","Calculated data"
"PP","Producer Prices","59","Egypt","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","2001","2001","7021","Annual value","","38.67","Fc","Calculated data"
"PP","Producer Prices","59","Egypt","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","2002","2002","7021","Annual value","","41.38","Fc","Calculated data"
"PP","Producer Prices","59","Egypt","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","2003","2003","7021","Annual value","","44.28","Fc","Calculated data"
"PP","Producer Prices","59","Egypt","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","2004","2004","7021","Annual value","","47.38","Fc","Calculated data"
"PP","Producer Prices","59","Egypt","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","2005","2005","7021","Annual value","","48.32","Fc","Calculated data"
"PP","Producer Prices","59","Egypt","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","2006","2006","7021","Annual value","","47.15","Fc","Calculated data"
"PP","Producer Prices","59","Egypt","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","2007","2007","7021","Annual value","","50.59","Fc","Calculated data"
"PP","Producer Prices","59","Egypt","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","2008","2008","7021","Annual value","","53.89","Fc","Calculated data"
"PP","Producer Prices","59","Egypt","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","2009","2009","7021","Annual value","","59.19","Fc","Calculated data"
"PP","Producer Prices","59","Egypt","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","2010","2010","7021","Annual value","","65.5","Fc","Calculated data"
"PP","Producer Prices","59","Egypt","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","2011","2011","7021","Annual value","","92.28","Fc","Calculated data"
"PP","Producer Prices","59","Egypt","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","2012","2012","7021","Annual value","","94.53","Fc","Calculated data"
"PP","Producer Prices","59","Egypt","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","2013","2013","7021","Annual value","","95.15","Fc","Calculated data"
"PP","Producer Prices","59","Egypt","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","2014","2014","7021","Annual value","","95.3","Fc","Calculated data"
"PP","Producer Prices","59","Egypt","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","2015","2015","7021","Annual value","","96.09","Fc","Calculated data"
"PP","Producer Prices","59","Egypt","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","2016","2016","7021","Annual value","","108.61","Fc","Calculated data"
"PP","Producer Prices","59","Egypt","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","2017","2017","7021","Annual value","","144.89","Fc","Calculated data"
"PP","Producer Prices","59","Egypt","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","2018","2018","7021","Annual value","","164.15","Fc","Calculated data"
"PP","Producer Prices","60","El Salvador","5532","Producer Price (USD/tonne)","486","Bananas","1991","1991","7021","Annual value","USD","144.6","","Official data"
"PP","Producer Prices","60","El Salvador","5532","Producer Price (USD/tonne)","486","Bananas","1992","1992","7021","Annual value","USD","163","","Official data"
"PP","Producer Prices","60","El Salvador","5532","Producer Price (USD/tonne)","486","Bananas","1993","1993","7021","Annual value","USD","162.5","","Official data"
"PP","Producer Prices","60","El Salvador","5532","Producer Price (USD/tonne)","486","Bananas","1994","1994","7021","Annual value","USD","198.9","","Official data"
"PP","Producer Prices","60","El Salvador","5532","Producer Price (USD/tonne)","486","Bananas","1995","1995","7021","Annual value","USD","220.7","","Official data"
"PP","Producer Prices","60","El Salvador","5532","Producer Price (USD/tonne)","486","Bananas","1996","1996","7021","Annual value","USD","207.3","","Official data"
"PP","Producer Prices","60","El Salvador","5532","Producer Price (USD/tonne)","486","Bananas","1997","1997","7021","Annual value","USD","210.1","","Official data"
"PP","Producer Prices","60","El Salvador","5532","Producer Price (USD/tonne)","486","Bananas","1998","1998","7021","Annual value","USD","214.1","","Official data"
"PP","Producer Prices","60","El Salvador","5532","Producer Price (USD/tonne)","486","Bananas","1999","1999","7021","Annual value","USD","216.8","","Official data"
"PP","Producer Prices","60","El Salvador","5532","Producer Price (USD/tonne)","486","Bananas","2000","2000","7021","Annual value","USD","202.5","","Official data"
"PP","Producer Prices","60","El Salvador","5532","Producer Price (USD/tonne)","486","Bananas","2001","2001","7021","Annual value","USD","198.2","","Official data"
"PP","Producer Prices","60","El Salvador","5532","Producer Price (USD/tonne)","486","Bananas","2002","2002","7021","Annual value","USD","156","","Official data"
"PP","Producer Prices","60","El Salvador","5532","Producer Price (USD/tonne)","486","Bananas","2003","2003","7021","Annual value","USD","159.1","","Official data"
"PP","Producer Prices","60","El Salvador","5532","Producer Price (USD/tonne)","486","Bananas","2004","2004","7021","Annual value","USD","197","","Official data"
"PP","Producer Prices","60","El Salvador","5532","Producer Price (USD/tonne)","486","Bananas","2005","2005","7021","Annual value","USD","194","","Official data"
"PP","Producer Prices","60","El Salvador","5532","Producer Price (USD/tonne)","486","Bananas","2006","2006","7021","Annual value","USD","259","","Official data"
"PP","Producer Prices","60","El Salvador","5532","Producer Price (USD/tonne)","486","Bananas","2007","2007","7021","Annual value","USD","187","","Official data"
"PP","Producer Prices","60","El Salvador","5532","Producer Price (USD/tonne)","486","Bananas","2008","2008","7021","Annual value","USD","230.6","","Official data"
"PP","Producer Prices","60","El Salvador","5532","Producer Price (USD/tonne)","486","Bananas","2009","2009","7021","Annual value","USD","219.5","","Official data"
"PP","Producer Prices","60","El Salvador","5532","Producer Price (USD/tonne)","486","Bananas","2010","2010","7021","Annual value","USD","234.1","","Official data"
"PP","Producer Prices","60","El Salvador","5532","Producer Price (USD/tonne)","486","Bananas","2013","2013","7021","Annual value","USD","204.6","","Official data"
"PP","Producer Prices","60","El Salvador","5532","Producer Price (USD/tonne)","486","Bananas","2014","2014","7021","Annual value","USD","288","","Official data"
"PP","Producer Prices","60","El Salvador","5532","Producer Price (USD/tonne)","486","Bananas","2015","2015","7021","Annual value","USD","279.7","","Official data"
"PP","Producer Prices","60","El Salvador","5532","Producer Price (USD/tonne)","486","Bananas","2016","2016","7021","Annual value","USD","243.8","","Official data"
"PP","Producer Prices","60","El Salvador","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","1991","1991","7021","Annual value","","53.45","Fc","Calculated data"
"PP","Producer Prices","60","El Salvador","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","1992","1992","7021","Annual value","","60.25","Fc","Calculated data"
"PP","Producer Prices","60","El Salvador","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","1993","1993","7021","Annual value","","60.09","Fc","Calculated data"
"PP","Producer Prices","60","El Salvador","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","1994","1994","7021","Annual value","","73.52","Fc","Calculated data"
"PP","Producer Prices","60","El Salvador","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","1995","1995","7021","Annual value","","81.59","Fc","Calculated data"
"PP","Producer Prices","60","El Salvador","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","1996","1996","7021","Annual value","","76.65","Fc","Calculated data"
"PP","Producer Prices","60","El Salvador","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","1997","1997","7021","Annual value","","77.66","Fc","Calculated data"
"PP","Producer Prices","60","El Salvador","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","1998","1998","7021","Annual value","","79.14","Fc","Calculated data"
"PP","Producer Prices","60","El Salvador","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","1999","1999","7021","Annual value","","80.16","Fc","Calculated data"
"PP","Producer Prices","60","El Salvador","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","2000","2000","7021","Annual value","","74.87","Fc","Calculated data"
"PP","Producer Prices","60","El Salvador","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","2001","2001","7021","Annual value","","73.27","Fc","Calculated data"
"PP","Producer Prices","60","El Salvador","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","2002","2002","7021","Annual value","","57.68","Fc","Calculated data"
"PP","Producer Prices","60","El Salvador","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","2003","2003","7021","Annual value","","58.82","Fc","Calculated data"
"PP","Producer Prices","60","El Salvador","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","2004","2004","7021","Annual value","","72.84","Fc","Calculated data"
"PP","Producer Prices","60","El Salvador","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","2005","2005","7021","Annual value","","71.73","Fc","Calculated data"
"PP","Producer Prices","60","El Salvador","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","2007","2007","7021","Annual value","","69.14","Fc","Calculated data"
"PP","Producer Prices","60","El Salvador","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","2008","2008","7021","Annual value","","85.24","Fc","Calculated data"
"PP","Producer Prices","60","El Salvador","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","2009","2009","7021","Annual value","","81.15","Fc","Calculated data"
"PP","Producer Prices","60","El Salvador","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","2010","2010","7021","Annual value","","86.54","Fc","Calculated data"
"PP","Producer Prices","60","El Salvador","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","2011","2011","7021","Annual value","","94.94","Fc","Calculated data"
"PP","Producer Prices","60","El Salvador","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","2012","2012","7021","Annual value","","89.9","Fc","Calculated data"
"PP","Producer Prices","60","El Salvador","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","2013","2013","7021","Annual value","","75.63","Fc","Calculated data"
"PP","Producer Prices","60","El Salvador","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","2014","2014","7021","Annual value","","106.48","Fc","Calculated data"
"PP","Producer Prices","60","El Salvador","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","2015","2015","7021","Annual value","","103.4","Fc","Calculated data"
"PP","Producer Prices","60","El Salvador","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","2016","2016","7021","Annual value","","90.12","Fc","Calculated data"
"PP","Producer Prices","60","El Salvador","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","2017","2017","7021","Annual value","","83.63","Fc","Calculated data"
"PP","Producer Prices","60","El Salvador","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","2018","2018","7021","Annual value","","84.52","Fc","Calculated data"
"PP","Producer Prices","61","Equatorial Guinea","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","1991","1991","7021","Annual value","","2.59","Fc","Calculated data"
"PP","Producer Prices","61","Equatorial Guinea","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","1992","1992","7021","Annual value","","2.59","Fc","Calculated data"
"PP","Producer Prices","61","Equatorial Guinea","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","1993","1993","7021","Annual value","","10.28","Fc","Calculated data"
"PP","Producer Prices","61","Equatorial Guinea","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","1994","1994","7021","Annual value","","12.66","Fc","Calculated data"
"PP","Producer Prices","61","Equatorial Guinea","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","1995","1995","7021","Annual value","","13.23","Fc","Calculated data"
"PP","Producer Prices","61","Equatorial Guinea","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","1996","1996","7021","Annual value","","14.94","Fc","Calculated data"
"PP","Producer Prices","61","Equatorial Guinea","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","1997","1997","7021","Annual value","","16.2","Fc","Calculated data"
"PP","Producer Prices","61","Equatorial Guinea","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","1998","1998","7021","Annual value","","11.7","Fc","Calculated data"
"PP","Producer Prices","61","Equatorial Guinea","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","1999","1999","7021","Annual value","","16.52","Fc","Calculated data"
"PP","Producer Prices","61","Equatorial Guinea","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","2000","2000","7021","Annual value","","28.95","Fc","Calculated data"
"PP","Producer Prices","61","Equatorial Guinea","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","2001","2001","7021","Annual value","","37.29","Fc","Calculated data"
"PP","Producer Prices","61","Equatorial Guinea","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","2002","2002","7021","Annual value","","37.5","Fc","Calculated data"
"PP","Producer Prices","61","Equatorial Guinea","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","2003","2003","7021","Annual value","","37.52","Fc","Calculated data"
"PP","Producer Prices","61","Equatorial Guinea","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","2004","2004","7021","Annual value","","48.39","Fc","Calculated data"
"PP","Producer Prices","61","Equatorial Guinea","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","2005","2005","7021","Annual value","","70.09","Fc","Calculated data"
"PP","Producer Prices","61","Equatorial Guinea","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","2006","2006","7021","Annual value","","80.55","Fc","Calculated data"
"PP","Producer Prices","61","Equatorial Guinea","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","2007","2007","7021","Annual value","","88.52","Fc","Calculated data"
"PP","Producer Prices","61","Equatorial Guinea","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","2008","2008","7021","Annual value","","110.26","Fc","Calculated data"
"PP","Producer Prices","61","Equatorial Guinea","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","2009","2009","7021","Annual value","","108.87","Fc","Calculated data"
"PP","Producer Prices","238","Ethiopia","5532","Producer Price (USD/tonne)","486","Bananas","1994","1994","7021","Annual value","USD","135.4","","Official data"
"PP","Producer Prices","238","Ethiopia","5532","Producer Price (USD/tonne)","486","Bananas","1995","1995","7021","Annual value","USD","133.2","","Official data"
"PP","Producer Prices","238","Ethiopia","5532","Producer Price (USD/tonne)","486","Bananas","1996","1996","7021","Annual value","USD","126","","Official data"
"PP","Producer Prices","238","Ethiopia","5532","Producer Price (USD/tonne)","486","Bananas","1997","1997","7021","Annual value","USD","113.3","","Official data"
"PP","Producer Prices","238","Ethiopia","5532","Producer Price (USD/tonne)","486","Bananas","1998","1998","7021","Annual value","USD","106.8","","Official data"
"PP","Producer Prices","238","Ethiopia","5532","Producer Price (USD/tonne)","486","Bananas","1999","1999","7021","Annual value","USD","86.9","","Official data"
"PP","Producer Prices","238","Ethiopia","5532","Producer Price (USD/tonne)","486","Bananas","2000","2000","7021","Annual value","USD","88.8","","Official data"
"PP","Producer Prices","238","Ethiopia","5532","Producer Price (USD/tonne)","486","Bananas","2001","2001","7021","Annual value","USD","88.7","","Official data"
"PP","Producer Prices","238","Ethiopia","5532","Producer Price (USD/tonne)","486","Bananas","2002","2002","7021","Annual value","USD","87.5","","Official data"
"PP","Producer Prices","238","Ethiopia","5532","Producer Price (USD/tonne)","486","Bananas","2003","2003","7021","Annual value","USD","82.3","","Official data"
"PP","Producer Prices","238","Ethiopia","5532","Producer Price (USD/tonne)","486","Bananas","2004","2004","7021","Annual value","USD","93.8","","Official data"
"PP","Producer Prices","238","Ethiopia","5532","Producer Price (USD/tonne)","486","Bananas","2005","2005","7021","Annual value","USD","92.7","","Official data"
"PP","Producer Prices","238","Ethiopia","5532","Producer Price (USD/tonne)","486","Bananas","2006","2006","7021","Annual value","USD","109.2","","Official data"
"PP","Producer Prices","238","Ethiopia","5532","Producer Price (USD/tonne)","486","Bananas","2007","2007","7021","Annual value","USD","189.6","","Official data"
"PP","Producer Prices","238","Ethiopia","5532","Producer Price (USD/tonne)","486","Bananas","2008","2008","7021","Annual value","USD","220.8","","Official data"
"PP","Producer Prices","238","Ethiopia","5532","Producer Price (USD/tonne)","486","Bananas","2010","2010","7021","Annual value","USD","143","","Official data"
"PP","Producer Prices","238","Ethiopia","5532","Producer Price (USD/tonne)","486","Bananas","2011","2011","7021","Annual value","USD","132.6","","Official data"
"PP","Producer Prices","238","Ethiopia","5532","Producer Price (USD/tonne)","486","Bananas","2012","2012","7021","Annual value","USD","203.9","","Official data"
"PP","Producer Prices","238","Ethiopia","5532","Producer Price (USD/tonne)","486","Bananas","2013","2013","7021","Annual value","USD","214.2","","Official data"
"PP","Producer Prices","238","Ethiopia","5532","Producer Price (USD/tonne)","486","Bananas","2014","2014","7021","Annual value","USD","217.5","","Official data"
"PP","Producer Prices","238","Ethiopia","5532","Producer Price (USD/tonne)","486","Bananas","2015","2015","7021","Annual value","USD","215.3","","Official data"
"PP","Producer Prices","238","Ethiopia","5532","Producer Price (USD/tonne)","486","Bananas","2016","2016","7021","Annual value","USD","229.2","","Official data"
"PP","Producer Prices","238","Ethiopia","5532","Producer Price (USD/tonne)","486","Bananas","2017","2017","7021","Annual value","USD","203.2","","Official data"
"PP","Producer Prices","238","Ethiopia","5532","Producer Price (USD/tonne)","486","Bananas","2018","2018","7021","Annual value","USD","180.1","","Official data"
"PP","Producer Prices","238","Ethiopia","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","1993","1993","7021","Annual value","","13.83","Fc","Calculated data"
"PP","Producer Prices","238","Ethiopia","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","1994","1994","7021","Annual value","","16.24","Fc","Calculated data"
"PP","Producer Prices","238","Ethiopia","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","1995","1995","7021","Annual value","","18","Fc","Calculated data"
"PP","Producer Prices","238","Ethiopia","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","1996","1996","7021","Annual value","","17.56","Fc","Calculated data"
"PP","Producer Prices","238","Ethiopia","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","1997","1997","7021","Annual value","","16.68","Fc","Calculated data"
"PP","Producer Prices","238","Ethiopia","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","1998","1998","7021","Annual value","","16.68","Fc","Calculated data"
"PP","Producer Prices","238","Ethiopia","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","1999","1999","7021","Annual value","","15.14","Fc","Calculated data"
"PP","Producer Prices","238","Ethiopia","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","2000","2000","7021","Annual value","","16.02","Fc","Calculated data"
"PP","Producer Prices","238","Ethiopia","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","2001","2001","7021","Annual value","","16.46","Fc","Calculated data"
"PP","Producer Prices","238","Ethiopia","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","2002","2002","7021","Annual value","","16.46","Fc","Calculated data"
"PP","Producer Prices","238","Ethiopia","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","2003","2003","7021","Annual value","","15.54","Fc","Calculated data"
"PP","Producer Prices","238","Ethiopia","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","2004","2004","7021","Annual value","","17.78","Fc","Calculated data"
"PP","Producer Prices","238","Ethiopia","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","2005","2005","7021","Annual value","","17.62","Fc","Calculated data"
"PP","Producer Prices","238","Ethiopia","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","2006","2006","7021","Annual value","","20.85","Fc","Calculated data"
"PP","Producer Prices","238","Ethiopia","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","2007","2007","7021","Annual value","","37.31","Fc","Calculated data"
"PP","Producer Prices","238","Ethiopia","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","2008","2008","7021","Annual value","","46.53","Fc","Calculated data"
"PP","Producer Prices","238","Ethiopia","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","2009","2009","7021","Annual value","","45.87","Fc","Calculated data"
"PP","Producer Prices","238","Ethiopia","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","2010","2010","7021","Annual value","","45.21","Fc","Calculated data"
"PP","Producer Prices","238","Ethiopia","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","2011","2011","7021","Annual value","","49.16","Fc","Calculated data"
"PP","Producer Prices","238","Ethiopia","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","2012","2012","7021","Annual value","","79.22","Fc","Calculated data"
"PP","Producer Prices","238","Ethiopia","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","2013","2013","7021","Annual value","","87.56","Fc","Calculated data"
"PP","Producer Prices","238","Ethiopia","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","2015","2015","7021","Annual value","","97.22","Fc","Calculated data"
"PP","Producer Prices","238","Ethiopia","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","2016","2016","7021","Annual value","","109.29","Fc","Calculated data"
"PP","Producer Prices","238","Ethiopia","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","2017","2017","7021","Annual value","","106.44","Fc","Calculated data"
"PP","Producer Prices","238","Ethiopia","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","2018","2018","7021","Annual value","","108.41","Fc","Calculated data"
"PP","Producer Prices","62","Ethiopia PDR","5532","Producer Price (USD/tonne)","486","Bananas","1991","1991","7021","Annual value","USD","210.4","","Official data"
"PP","Producer Prices","62","Ethiopia PDR","5532","Producer Price (USD/tonne)","486","Bananas","1992","1992","7021","Annual value","USD","183.8","","Official data"
"PP","Producer Prices","66","Fiji","5532","Producer Price (USD/tonne)","486","Bananas","1998","1998","7021","Annual value","USD","327.2","","Official data"
"PP","Producer Prices","66","Fiji","5532","Producer Price (USD/tonne)","486","Bananas","1999","1999","7021","Annual value","USD","330","","Official data"
"PP","Producer Prices","66","Fiji","5532","Producer Price (USD/tonne)","486","Bananas","2000","2000","7021","Annual value","USD","328.9","","Official data"
"PP","Producer Prices","66","Fiji","5532","Producer Price (USD/tonne)","486","Bananas","2001","2001","7021","Annual value","USD","307.5","","Official data"
"PP","Producer Prices","66","Fiji","5532","Producer Price (USD/tonne)","486","Bananas","2002","2002","7021","Annual value","USD","320.1","","Official data"
"PP","Producer Prices","66","Fiji","5532","Producer Price (USD/tonne)","486","Bananas","2003","2003","7021","Annual value","USD","369.3","","Official data"
"PP","Producer Prices","66","Fiji","5532","Producer Price (USD/tonne)","486","Bananas","2004","2004","7021","Annual value","USD","403.9","","Official data"
"PP","Producer Prices","66","Fiji","5532","Producer Price (USD/tonne)","486","Bananas","2005","2005","7021","Annual value","USD","414","","Official data"
"PP","Producer Prices","66","Fiji","5532","Producer Price (USD/tonne)","486","Bananas","2006","2006","7021","Annual value","USD","433.2","","Official data"
"PP","Producer Prices","66","Fiji","5532","Producer Price (USD/tonne)","486","Bananas","2007","2007","7021","Annual value","USD","465.8","","Official data"
"PP","Producer Prices","66","Fiji","5532","Producer Price (USD/tonne)","486","Bananas","2008","2008","7021","Annual value","USD","470.6","","Official data"
"PP","Producer Prices","66","Fiji","5532","Producer Price (USD/tonne)","486","Bananas","2009","2009","7021","Annual value","USD","1022.6","","Official data"
"PP","Producer Prices","66","Fiji","5532","Producer Price (USD/tonne)","486","Bananas","2010","2010","7021","Annual value","USD","651.6","","Official data"
"PP","Producer Prices","66","Fiji","5532","Producer Price (USD/tonne)","486","Bananas","2011","2011","7021","Annual value","USD","486","","Official data"
"PP","Producer Prices","66","Fiji","5532","Producer Price (USD/tonne)","486","Bananas","2012","2012","7021","Annual value","USD","589","","Official data"
"PP","Producer Prices","66","Fiji","5532","Producer Price (USD/tonne)","486","Bananas","2013","2013","7021","Annual value","USD","718.2","","Official data"
"PP","Producer Prices","66","Fiji","5532","Producer Price (USD/tonne)","486","Bananas","2014","2014","7021","Annual value","USD","1054.4","","Official data"
"PP","Producer Prices","66","Fiji","5532","Producer Price (USD/tonne)","486","Bananas","2015","2015","7021","Annual value","USD","405.2","","Official data"
"PP","Producer Prices","66","Fiji","5532","Producer Price (USD/tonne)","486","Bananas","2016","2016","7021","Annual value","USD","1193.5","","Official data"
"PP","Producer Prices","66","Fiji","5532","Producer Price (USD/tonne)","486","Bananas","2017","2017","7021","Annual value","USD","822.5","","Official data"
"PP","Producer Prices","66","Fiji","5532","Producer Price (USD/tonne)","486","Bananas","2018","2018","7021","Annual value","USD","958.1","","Official data"
"PP","Producer Prices","66","Fiji","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","1998","1998","7021","Annual value","","36.52","Fc","Calculated data"
"PP","Producer Prices","66","Fiji","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","1999","1999","7021","Annual value","","36.52","Fc","Calculated data"
"PP","Producer Prices","66","Fiji","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","2000","2000","7021","Annual value","","39.33","Fc","Calculated data"
"PP","Producer Prices","66","Fiji","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","2001","2001","7021","Annual value","","39.33","Fc","Calculated data"
"PP","Producer Prices","66","Fiji","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","2002","2002","7021","Annual value","","39.33","Fc","Calculated data"
"PP","Producer Prices","66","Fiji","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","2003","2003","7021","Annual value","","39.33","Fc","Calculated data"
"PP","Producer Prices","66","Fiji","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","2004","2004","7021","Annual value","","39.33","Fc","Calculated data"
"PP","Producer Prices","66","Fiji","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","2005","2005","7021","Annual value","","39.33","Fc","Calculated data"
"PP","Producer Prices","66","Fiji","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","2006","2006","7021","Annual value","","42.13","Fc","Calculated data"
"PP","Producer Prices","66","Fiji","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","2007","2007","7021","Annual value","","42.13","Fc","Calculated data"
